Timestamp,Raw_ADC,BPM,HRV_RMSSD,Resp_Rate,Active_Model,ML_Class,ML_Confidence
11:24:47.307,2888,0,0,0,kan,None,0.0
11:24:47.311,2892,0,0,0,kan,None,0.0
11:24:47.316,2904,0,0,0,kan,None,0.0
11:24:47.319,2905,0,0,0,kan,None,0.0
11:24:47.323,2889,0,0,0,kan,None,0.0
11:24:47.327,2875,0,0,0,kan,None,0.0
11:24:47.331,2856,0,0,0,kan,None,0.0
11:24:47.337,2830,0,0,0,kan,None,0.0
11:24:47.339,2800,0,0,0,kan,None,0.0
11:24:47.343,2765,0,0,0,kan,None,0.0
11:24:47.348,2717,0,0,0,kan,None,0.0
11:24:47.351,2654,0,0,0,kan,None,0.0
11:24:47.356,2600,0,0,0,kan,None,0.0
11:24:47.359,2525,0,0,0,kan,None,0.0
11:24:47.363,2457,0,0,0,kan,None,0.0
11:24:47.368,2396,0,0,0,kan,None,0.0
11:24:47.371,2348,0,0,0,kan,None,0.0
11:24:47.375,2313,0,0,0,kan,None,0.0
11:24:47.380,2281,0,0,0,kan,None,0.0
11:24:47.383,2254,0,0,0,kan,None,0.0
11:24:47.387,2221,0,0,0,kan,None,0.0
11:24:47.391,2191,0,0,0,kan,None,0.0
11:24:47.396,2174,0,0,0,kan,None,0.0
11:24:47.399,2170,0,0,0,kan,None,0.0
11:24:47.404,2168,0,0,0,kan,None,0.0
11:24:47.407,2157,0,0,0,kan,None,0.0
11:24:47.411,2154,0,0,0,kan,None,0.0
11:24:47.415,2153,0,0,0,kan,None,0.0
11:24:47.419,2153,0,0,0,kan,None,0.0
11:24:47.423,2152,0,0,0,kan,None,0.0
11:24:47.429,2142,0,0,0,kan,None,0.0
11:24:47.432,2139,0,0,0,kan,None,0.0
11:24:47.435,2137,0,0,0,kan,None,0.0
11:24:47.439,2137,0,0,0,kan,None,0.0
11:24:47.443,2136,0,0,0,kan,None,0.0
11:24:47.447,2127,0,0,0,kan,None,0.0
11:24:47.452,2136,0,0,0,kan,None,0.0
11:24:47.455,2139,0,0,0,kan,None,0.0
11:24:47.459,2139,0,0,0,kan,None,0.0
11:24:47.463,2137,0,0,0,kan,None,0.0
11:24:47.467,2136,0,0,0,kan,None,0.0
11:24:47.473,2137,0,0,0,kan,None,0.0
11:24:47.475,2140,0,0,0,kan,None,0.0
11:24:47.479,2152,0,0,0,kan,None,0.0
11:24:47.483,2156,0,0,0,kan,None,0.0
11:24:47.488,2144,0,0,0,kan,None,0.0
11:24:47.491,2158,0,0,0,kan,None,0.0
11:24:47.495,2168,0,0,0,kan,None,0.0
11:24:47.500,2184,0,0,0,kan,None,0.0
11:24:47.504,2184,0,0,0,kan,None,0.0
11:24:47.508,2175,0,0,0,kan,None,0.0
11:24:47.511,2169,0,0,0,kan,None,0.0
11:24:47.515,2168,0,0,0,kan,None,0.0
11:24:47.519,2189,0,0,0,kan,None,0.0
11:24:47.523,2190,0,0,0,kan,None,0.0
11:24:47.527,2190,0,0,0,kan,None,0.0
11:24:47.531,2200,0,0,0,kan,None,0.0
11:24:47.535,2192,0,0,0,kan,None,0.0
11:24:47.539,2191,0,0,0,kan,None,0.0
11:24:47.543,2189,0,0,0,kan,None,0.0
11:24:47.547,2185,0,0,0,kan,None,0.0
11:24:47.551,2187,0,0,0,kan,None,0.0
11:24:47.556,2190,0,0,0,kan,None,0.0
11:24:47.560,2201,0,0,0,kan,None,0.0
11:24:47.563,2200,0,0,0,kan,None,0.0
11:24:47.568,2188,0,0,0,kan,None,0.0
11:24:47.572,2189,0,0,0,kan,None,0.0
11:24:47.575,2191,0,0,0,kan,None,0.0
11:24:47.579,2191,0,0,0,kan,None,0.0
11:24:47.583,2191,0,0,0,kan,None,0.0
11:24:47.587,2199,0,0,0,kan,None,0.0
11:24:47.591,2199,0,0,0,kan,None,0.0
11:24:47.595,2191,0,0,0,kan,None,0.0
11:24:47.599,2189,0,0,0,kan,None,0.0
11:24:47.604,2189,0,0,0,kan,None,0.0
11:24:47.607,2191,0,0,0,kan,None,0.0
11:24:47.611,2188,0,0,0,kan,None,0.0
11:24:47.616,2191,0,0,0,kan,None,0.0
11:24:47.620,2202,0,0,0,kan,None,0.0
11:24:47.623,2200,0,0,0,kan,None,0.0
11:24:47.627,2191,0,0,0,kan,None,0.0
11:24:47.631,2188,0,0,0,kan,None,0.0
11:24:47.635,2201,0,0,0,kan,None,0.0
11:24:47.639,2203,0,0,0,kan,None,0.0
11:24:47.643,2203,0,0,0,kan,None,0.0
11:24:47.647,2205,0,0,0,kan,None,0.0
11:24:47.651,2202,0,0,0,kan,None,0.0
11:24:47.655,2202,0,0,0,kan,None,0.0
11:24:47.659,2202,0,0,0,kan,None,0.0
11:24:47.665,2202,0,0,0,kan,None,0.0
11:24:47.668,2199,0,0,0,kan,None,0.0
11:24:47.672,2189,0,0,0,kan,None,0.0
11:24:47.675,2188,0,0,0,kan,None,0.0
11:24:47.679,2190,0,0,0,kan,None,0.0
11:24:47.683,2203,0,0,0,kan,None,0.0
11:24:47.687,2221,0,0,0,kan,None,0.0
11:24:47.691,2238,0,0,0,kan,None,0.0
11:24:47.695,2252,0,0,0,kan,None,0.0
11:24:47.699,2247,0,0,0,kan,None,0.0
11:24:47.703,2223,0,0,0,kan,None,0.0
11:24:47.707,2221,0,0,0,kan,None,0.0
11:24:47.712,2220,0,0,0,kan,None,0.0
11:24:47.715,2216,0,0,0,kan,None,0.0
11:24:47.719,2238,0,0,0,kan,None,0.0
11:24:47.723,2287,0,0,0,kan,None,0.0
11:24:47.727,2317,0,0,0,kan,None,0.0
11:24:47.731,2317,0,0,0,kan,None,0.0
11:24:47.736,2300,0,0,0,kan,None,0.0
11:24:47.739,2281,0,0,0,kan,None,0.0
11:24:47.744,2264,0,0,0,kan,None,0.0
11:24:47.747,2262,0,0,0,kan,None,0.0
11:24:47.751,2254,0,0,0,kan,None,0.0
11:24:47.755,2238,0,0,0,kan,None,0.0
11:24:47.761,2221,0,0,0,kan,None,0.0
11:24:47.763,2206,0,0,0,kan,None,0.0
11:24:47.767,2207,0,0,0,kan,None,0.0
11:24:47.772,2216,0,0,0,kan,None,0.0
11:24:47.775,2208,0,0,0,kan,None,0.0
11:24:47.779,2189,0,0,0,kan,None,0.0
11:24:47.783,2171,0,0,0,kan,None,0.0
11:24:47.787,2174,0,0,0,kan,None,0.0
11:24:47.792,2189,0,0,0,kan,None,0.0
11:24:47.795,2186,0,0,0,kan,None,0.0
11:24:47.800,2192,0,0,0,kan,None,0.0
11:24:47.807,2189,0,0,0,kan,None,0.0
11:24:47.810,2190,0,0,0,kan,None,0.0
11:24:47.811,2174,0,0,0,kan,None,0.0
11:24:47.815,2190,0,0,0,kan,None,0.0
11:24:47.820,2186,0,0,0,kan,None,0.0
11:24:47.823,2184,0,0,0,kan,None,0.0
11:24:47.827,2185,0,0,0,kan,None,0.0
11:24:47.831,2188,0,0,0,kan,None,0.0
11:24:47.835,2190,0,0,0,kan,None,0.0
11:24:47.839,2190,0,0,0,kan,None,0.0
11:24:47.843,2184,0,0,0,kan,None,0.0
11:24:47.847,2174,0,0,0,kan,None,0.0
11:24:47.852,2187,0,0,0,kan,None,0.0
11:24:47.856,2205,0,0,0,kan,None,0.0
11:24:47.859,2298,0,0,0,kan,None,0.0
11:24:47.863,2445,0,0,0,kan,None,0.0
11:24:47.868,2603,0,0,0,kan,None,0.0
11:24:47.871,2782,0,0,0,kan,None,0.0
11:24:47.875,3016,0,0,0,kan,None,0.0
11:24:47.879,3224,0,0,0,kan,None,0.0
11:24:47.883,3289,0,0,0,kan,None,0.0
11:24:47.887,3072,0,0,0,kan,None,0.0
11:24:47.891,2425,0,0,0,kan,None,0.0
11:24:47.895,1495,0,0,0,kan,None,0.0
11:24:47.900,733,0,0,0,kan,None,0.0
11:24:47.903,220,0,0,0,kan,None,0.0
11:24:47.907,5,0,0,0,kan,None,0.0
11:24:47.911,8,0,0,0,kan,None,0.0
11:24:47.915,184,0,0,0,kan,None,0.0
11:24:47.919,491,0,0,0,kan,None,0.0
11:24:47.923,813,0,0,0,kan,None,0.0
11:24:47.927,1191,0,0,0,kan,None,0.0
11:24:47.931,1614,0,0,0,kan,None,0.0
11:24:47.935,2024,0,0,0,kan,None,0.0
11:24:47.939,2238,0,0,0,kan,None,0.0
11:24:47.943,2249,0,0,0,kan,None,0.0
11:24:47.950,2203,0,0,0,kan,None,0.0
11:24:47.951,2247,0,0,0,kan,None,0.0
11:24:47.955,2332,0,0,0,kan,None,0.0
11:24:47.959,2407,0,0,0,kan,None,0.0
11:24:47.963,2430,0,0,0,kan,None,0.0
11:24:47.967,2440,0,0,0,kan,None,0.0
11:24:47.971,2444,0,0,0,kan,None,0.0
11:24:47.975,2459,0,0,0,kan,None,0.0
11:24:47.979,2478,0,0,0,kan,None,0.0
11:24:47.983,2503,0,0,0,kan,None,0.0
11:24:47.987,2510,0,0,0,kan,None,0.0
11:24:47.991,2520,0,0,0,kan,None,0.0
11:24:47.998,2524,0,0,0,kan,None,0.0
11:24:48.000,2536,0,0,0,kan,None,0.0
11:24:48.003,2537,0,0,0,kan,None,0.0
11:24:48.007,2539,0,0,0,kan,None,0.0
11:24:48.011,2552,0,0,0,kan,None,0.0
11:24:48.019,2574,0,0,0,kan,None,0.0
11:24:48.019,2573,0,0,0,kan,None,0.0
11:24:48.023,2585,0,0,0,kan,None,0.0
11:24:48.027,2590,0,0,0,kan,None,0.0
11:24:48.032,2605,0,0,0,kan,None,0.0
11:24:48.035,2621,0,0,0,kan,None,0.0
11:24:48.041,2637,0,0,0,kan,None,0.0
11:24:48.044,2655,0,0,0,kan,None,0.0
11:24:48.048,2680,0,0,0,kan,None,0.0
11:24:48.052,2697,0,0,0,kan,None,0.0
11:24:48.056,2717,0,0,0,kan,None,0.0
11:24:48.059,2744,0,0,0,kan,None,0.0
11:24:48.063,2764,0,0,0,kan,None,0.0
11:24:48.068,2795,0,0,0,kan,None,0.0
11:24:48.071,2823,0,0,0,kan,None,0.0
11:24:48.076,2842,0,0,0,kan,None,0.0
11:24:48.080,2860,0,0,0,kan,None,0.0
11:24:48.083,2888,0,0,0,kan,None,0.0
11:24:48.089,2911,0,0,0,kan,None,0.0
11:24:48.092,2920,0,0,0,kan,None,0.0
11:24:48.095,2922,0,0,0,kan,None,0.0
11:24:48.099,2926,0,0,0,kan,None,0.0
11:24:48.104,2936,0,0,0,kan,None,0.0
11:24:48.107,2924,0,0,0,kan,None,0.0
11:24:48.111,2921,0,0,0,kan,None,0.0
11:24:48.116,2905,0,0,0,kan,None,0.0
11:24:48.119,2893,0,0,0,kan,None,0.0
11:24:48.123,2858,0,0,0,kan,None,0.0
11:24:48.127,2846,0,0,0,kan,None,0.0
11:24:48.132,2797,0,0,0,kan,None,0.0
11:24:48.136,2745,0,0,0,kan,None,0.0
11:24:48.140,2680,0,0,0,kan,None,0.0
11:24:48.143,2606,0,0,0,kan,None,0.0
11:24:48.147,2551,0,0,0,kan,None,0.0
11:24:48.152,2479,0,0,0,kan,None,0.0
11:24:48.155,2424,0,0,0,kan,None,0.0
11:24:48.159,2364,0,0,0,kan,None,0.0
11:24:48.163,2326,0,0,0,kan,None,0.0
11:24:48.167,2285,0,0,0,kan,None,0.0
11:24:48.171,2249,0,0,0,kan,None,0.0
11:24:48.175,2219,0,0,0,kan,None,0.0
11:24:48.180,2205,0,0,0,kan,None,0.0
11:24:48.184,2190,0,0,0,kan,None,0.0
11:24:48.188,2185,0,0,0,kan,None,0.0
11:24:48.191,2174,0,0,0,kan,None,0.0
11:24:48.195,2169,0,0,0,kan,None,0.0
11:24:48.200,2159,0,0,0,kan,None,0.0
11:24:48.203,2153,0,0,0,kan,None,0.0
11:24:48.207,2143,0,0,0,kan,None,0.0
11:24:48.211,2139,0,0,0,kan,None,0.0
11:24:48.215,2142,0,0,0,kan,None,0.0
11:24:48.219,2153,0,0,0,kan,None,0.0
11:24:48.223,2152,0,0,0,kan,None,0.0
11:24:48.227,2138,0,0,0,kan,None,0.0
11:24:48.232,2134,0,0,0,kan,None,0.0
11:24:48.236,2136,0,0,0,kan,None,0.0
11:24:48.239,2137,0,0,0,kan,None,0.0
11:24:48.243,2137,0,0,0,kan,None,0.0
11:24:48.247,2141,0,0,0,kan,None,0.0
11:24:48.251,2153,0,0,0,kan,None,0.0
11:24:48.255,2152,0,0,0,kan,None,0.0
11:24:48.259,2153,0,0,0,kan,None,0.0
11:24:48.263,2152,0,0,0,kan,None,0.0
11:24:48.267,2157,0,0,0,kan,None,0.0
11:24:48.271,2169,0,0,0,kan,None,0.0
11:24:48.275,2171,0,0,0,kan,None,0.0
11:24:48.283,2168,0,0,0,kan,None,0.0
11:24:48.283,2168,0,0,0,kan,None,0.0
11:24:48.287,2172,0,0,0,kan,None,0.0
11:24:48.291,2186,0,0,0,kan,None,0.0
11:24:48.295,2189,0,0,0,kan,None,0.0
11:24:48.299,2190,0,0,0,kan,None,0.0
11:24:48.303,2190,0,0,0,kan,None,0.0
11:24:48.307,2201,0,0,0,kan,None,0.0
11:24:48.311,2204,0,0,0,kan,None,0.0
11:24:48.315,2204,0,0,0,kan,None,0.0
11:24:48.319,2205,0,0,0,kan,None,0.0
11:24:48.323,2207,0,0,0,kan,None,0.0
11:24:48.330,2217,0,0,0,kan,None,0.0
11:24:48.332,2218,0,0,0,kan,None,0.0
11:24:48.336,2205,0,0,0,kan,None,0.0
11:24:48.340,2201,0,0,0,kan,None,0.0
11:24:48.343,2202,0,0,0,kan,None,0.0
11:24:48.347,2202,0,0,0,kan,None,0.0
11:24:48.351,2204,0,0,0,kan,None,0.0
11:24:48.356,2207,0,0,0,kan,None,0.0
11:24:48.359,2216,0,0,0,kan,None,0.0
11:24:48.363,2217,0,0,0,kan,None,0.0
11:24:48.368,2214,0,0,0,kan,None,0.0
11:24:48.372,2215,0,0,0,kan,None,0.0
11:24:48.378,2208,0,0,0,kan,None,0.0
11:24:48.379,2205,0,0,0,kan,None,0.0
11:24:48.383,2201,0,0,0,kan,None,0.0
11:24:48.387,2199,0,0,0,kan,None,0.0
11:24:48.391,2192,0,0,0,kan,None,0.0
11:24:48.395,2192,0,0,0,kan,None,0.0
11:24:48.399,2198,0,0,0,kan,None,0.0
11:24:48.404,2190,0,0,0,kan,None,0.0
11:24:48.407,2205,0,0,0,kan,None,0.0
11:24:48.411,2216,0,0,0,kan,None,0.0
11:24:48.415,2200,0,0,0,kan,None,0.0
11:24:48.419,2191,0,0,0,kan,None,0.0
11:24:48.424,2190,0,0,0,kan,None,0.0
11:24:48.427,2198,0,0,0,kan,None,0.0
11:24:48.432,2188,0,0,0,kan,None,0.0
11:24:48.435,2188,0,0,0,kan,None,0.0
11:24:48.440,2187,0,0,0,kan,None,0.0
11:24:48.443,2190,0,0,0,kan,None,0.0
11:24:48.447,2191,0,0,0,kan,None,0.0
11:24:48.451,2188,0,0,0,kan,None,0.0
11:24:48.455,2190,0,0,0,kan,None,0.0
11:24:48.459,2187,0,0,0,kan,None,0.0
11:24:48.463,2188,0,0,0,kan,None,0.0
11:24:48.468,2187,0,0,0,kan,None,0.0
11:24:48.475,2186,0,0,0,kan,None,0.0
11:24:48.475,2186,0,0,0,kan,None,0.0
11:24:48.479,2200,0,0,0,kan,None,0.0
11:24:48.483,2199,0,0,0,kan,None,0.0
11:24:48.487,2188,0,0,0,kan,None,0.0
11:24:48.491,2188,0,0,0,kan,None,0.0
11:24:48.495,2200,0,0,0,kan,None,0.0
11:24:48.499,2216,0,0,0,kan,None,0.0
11:24:48.503,2235,0,0,0,kan,None,0.0
11:24:48.507,2248,0,0,0,kan,None,0.0
11:24:48.512,2232,0,0,0,kan,None,0.0
11:24:48.515,2218,0,0,0,kan,None,0.0
11:24:48.520,2218,0,0,0,kan,None,0.0
11:24:48.523,2207,0,0,0,kan,None,0.0
11:24:48.528,2214,0,0,0,kan,None,0.0
11:24:48.531,2252,0,0,0,kan,None,0.0
11:24:48.535,2299,0,0,0,kan,None,0.0
11:24:48.539,2312,0,0,0,kan,None,0.0
11:24:48.543,2299,0,0,0,kan,None,0.0
11:24:48.548,2280,0,0,0,kan,None,0.0
11:24:48.551,2256,0,0,0,kan,None,0.0
11:24:48.555,2248,0,0,0,kan,None,0.0
11:24:48.559,2237,0,0,0,kan,None,0.0
11:24:48.563,2231,0,0,0,kan,None,0.0
11:24:48.567,2215,0,0,0,kan,None,0.0
11:24:48.571,2191,0,0,0,kan,None,0.0
11:24:48.575,2188,0,0,0,kan,None,0.0
11:24:48.579,2191,0,0,0,kan,None,0.0
11:24:48.583,2201,0,0,0,kan,None,0.0
11:24:48.587,2191,0,0,0,kan,None,0.0
11:24:48.591,2172,0,0,0,kan,None,0.0
11:24:48.595,2169,0,0,0,kan,None,0.0
11:24:48.599,2172,0,0,0,kan,None,0.0
11:24:48.603,2186,0,0,0,kan,None,0.0
11:24:48.607,2189,0,0,0,kan,None,0.0
11:24:48.611,2188,0,0,0,kan,None,0.0
11:24:48.616,2176,0,0,0,kan,None,0.0
11:24:48.619,2183,0,0,0,kan,None,0.0
11:24:48.626,2175,0,0,0,kan,None,0.0
11:24:48.627,2183,0,0,0,kan,None,0.0
11:24:48.631,2184,0,0,0,kan,None,0.0
11:24:48.635,2188,0,0,0,kan,None,0.0
11:24:48.639,2188,0,0,0,kan,None,0.0
11:24:48.643,2187,0,0,0,kan,None,0.0
11:24:48.647,2174,0,0,0,kan,None,0.0
11:24:48.651,2176,0,0,0,kan,None,0.0
11:24:48.655,2185,0,0,0,kan,None,0.0
11:24:48.659,2188,0,0,0,kan,None,0.0
11:24:48.663,2191,0,0,0,kan,None,0.0
11:24:48.667,2248,0,0,0,kan,None,0.0
11:24:48.673,2379,0,0,0,kan,None,0.0
11:24:48.677,2538,0,0,0,kan,None,0.0
11:24:48.679,2716,0,0,0,kan,None,0.0
11:24:48.683,2910,0,0,0,kan,None,0.0
11:24:48.687,3136,0,0,0,kan,None,0.0
11:24:48.691,3295,0,0,0,kan,None,0.0
11:24:48.695,3231,0,0,0,kan,None,0.0
11:24:48.699,2778,0,0,0,kan,None,0.0
11:24:48.703,1896,0,0,0,kan,None,0.0
11:24:48.707,1005,0,0,0,kan,None,0.0
11:24:48.711,382,0,0,0,kan,None,0.0
11:24:48.715,55,0,0,0,kan,None,0.0
11:24:48.719,5,0,0,0,kan,None,0.0
11:24:48.723,110,0,0,0,kan,None,0.0
11:24:48.727,381,0,0,0,kan,None,0.0
11:24:48.732,682,0,0,0,kan,None,0.0
11:24:48.736,1004,0,0,0,kan,None,0.0
11:24:48.739,1422,0,0,0,kan,None,0.0
11:24:48.743,1867,0,0,0,kan,None,0.0
11:24:48.747,2188,0,0,0,kan,None,0.0
11:24:48.751,2264,0,0,0,kan,None,0.0
11:24:48.755,2216,0,0,0,kan,None,0.0
11:24:48.759,2220,0,0,0,kan,None,0.0
11:24:48.763,2296,0,0,0,kan,None,0.0
11:24:48.767,2377,0,0,0,kan,None,0.0
11:24:48.771,2424,0,0,0,kan,None,0.0
11:24:48.775,2428,0,0,0,kan,None,0.0
11:24:48.782,2431,0,0,0,kan,None,0.0
11:24:48.784,2454,0,0,0,kan,None,0.0
11:24:48.787,2473,0,0,0,kan,None,0.0
11:24:48.791,2490,0,0,0,kan,None,0.0
11:24:48.795,2504,0,0,0,kan,None,0.0
11:24:48.799,2507,0,0,0,kan,None,0.0
11:24:48.803,2511,0,0,0,kan,None,0.0
11:24:48.807,2521,0,0,0,kan,None,0.0
11:24:48.811,2537,0,0,0,kan,None,0.0
11:24:48.815,2541,0,0,0,kan,None,0.0
11:24:48.819,2554,0,0,0,kan,None,0.0
11:24:48.825,2557,0,0,0,kan,None,0.0
11:24:48.829,2571,0,0,0,kan,None,0.0
11:24:48.831,2575,0,0,0,kan,None,0.0
11:24:48.835,2588,0,0,0,kan,None,0.0
11:24:48.839,2600,0,0,0,kan,None,0.0
11:24:48.843,2615,0,0,0,kan,None,0.0
11:24:48.847,2633,0,0,0,kan,None,0.0
11:24:48.851,2651,0,0,0,kan,None,0.0
11:24:48.855,2666,0,0,0,kan,None,0.0
11:24:48.859,2681,0,0,0,kan,None,0.0
11:24:48.863,2701,0,0,0,kan,None,0.0
11:24:48.868,2729,0,0,0,kan,None,0.0
11:24:48.871,2760,0,0,0,kan,None,0.0
11:24:48.875,2780,0,0,0,kan,None,0.0
11:24:48.879,2800,0,0,0,kan,None,0.0
11:24:48.884,2829,0,0,0,kan,None,0.0
11:24:48.887,2858,0,0,0,kan,None,0.0
11:24:48.891,2875,0,0,0,kan,None,0.0
11:24:48.895,2891,0,0,0,kan,None,0.0
11:24:48.899,2910,0,0,0,kan,None,0.0
11:24:48.903,2927,0,0,0,kan,None,0.0
11:24:48.907,2939,0,0,0,kan,None,0.0
11:24:48.911,2926,0,0,0,kan,None,0.0
11:24:48.915,2923,0,0,0,kan,None,0.0
11:24:48.919,2923,0,0,0,kan,None,0.0
11:24:48.923,2920,0,0,0,kan,None,0.0
11:24:48.927,2902,0,0,0,kan,None,0.0
11:24:48.931,2872,0,0,0,kan,None,0.0
11:24:48.935,2842,0,0,0,kan,None,0.0
11:24:48.939,2800,0,0,0,kan,None,0.0
11:24:48.943,2762,0,0,0,kan,None,0.0
11:24:48.947,2703,0,0,0,kan,None,0.0
11:24:48.951,2637,0,0,0,kan,None,0.0
11:24:48.955,2572,0,0,0,kan,None,0.0
11:24:48.959,2505,0,0,0,kan,None,0.0
11:24:48.963,2424,0,0,0,kan,None,0.0
11:24:48.970,2376,0,0,0,kan,None,0.0
11:24:48.971,2329,0,0,0,kan,None,0.0
